input,output,delay,api_delay,success
619555,787.1181613963687,150.7408618927002,147.9688236021226,True
534224,730.9062867426986,116.44291877746582,114.17220573216527,True
369267,607.6734320340161,143.7997817993164,141.9401884897121,True
772734,879.0528994321104,190.6290054321289,188.00260988339718,True
457494,676.3830275812662,183.75277519226074,181.13238581993613,True
357696,598.0769181301014,179.64696884155273,176.98740589061902,True
196730,443.54255714643665,103.58572006225586,100.03773838234149,True
341168,584.0958825398446,136.5809440612793,134.24166020943375,True
380906,617.1758258389582,135.3917121887207,132.6698804463478,True
279218,528.4108250215925,124.70698356628418,120.71608764044483,True
615148,784.313712745098,157.0906639099121,154.41317938961583,True
678090,823.4622031398891,169.7089672088623,167.23678608285343,True
578422,760.540597207013,141.15476608276367,139.47281311448725,True
606086,778.5152535435642,105.06629943847656,103.20109006295037,True
379811,616.2880819876367,136.66725158691406,134.89413458775587,True
513055,716.2785770913437,135.34808158874512,132.8481308845363,True
204737,452.4787287818069,138.44752311706543,136.48452506291696,True
282143,531.1713471187993,136.27171516418457,133.93168246207787,True
477518,691.0267722744178,134.26589965820312,132.0412276047693,True
604520,777.5088423934483,146.4858055114746,143.81698033000833,True
254386,504.3669299230472,167.45686531066895,164.2463304680076,True
837945,915.3933580707258,106.35995864868164,103.64711052078367,True
169950,412.2499241964758,136.3511085510254,132.80926461002858,True
647651,804.7676683366449,158.56218338012695,155.74502166206585,True
732466,855.8422751886004,132.51614570617676,130.4941321341412,True
442137,664.9338312945131,108.02435874938965,104.51060177644845,True
99706,315.7625690293262,123.85821342468262,120.59289496861038,True
946710,972.9902363333355,114.2263412475586,110.72576172332619,True
811967,901.0921151580453,116.27030372619629,113.93227400986075,True
487936,698.5241584941783,137.74657249450684,133.55593263160046,True
290780,539.2402062161167,135.64276695251465,133.33918471981775,True
429847,655.6271806446099,137.57872581481934,133.84450337677904,True
690192,830.7779486722069,110.84342002868652,108.22557317541421,True
28672,169.3280839081338,188.57645988464355,184.83278466727717,True
606063,778.5004816954194,172.41764068603516,170.07885116376264,True
63361,251.71610993339303,144.14358139038086,140.76366955215804,True
833999,913.2354570427059,127.91109085083008,124.95729620807627,True
683782,826.9111197704382,141.22962951660156,137.97886199873574,True
541129,735.6147089339636,136.68203353881836,134.72894608112995,True
4335,65.84071688552609,191.40243530273438,188.80430701139835,True
420757,648.6578450924648,181.443452835083,178.1645382402765,True
561359,749.2389471990895,167.48428344726562,164.6446950367114,True
232548,482.23230916229573,155.5039882659912,151.93920789074255,True
677978,823.3941947815761,176.65696144104004,173.96712476521776,True
201693,449.1024382031342,177.54125595092773,175.16285157766168,True
340511,583.5332038539024,155.00354766845703,151.98378348856914,True
616375,785.0955355878672,120.44906616210938,116.79274983337568,True
383202,619.033117046253,179.47149276733398,176.01982942226985,True
29654,172.20336814359933,181.90932273864746,170.60835852207367,True
23951,154.7611062250461,139.00041580200195,136.1422483262264,True
709300,842.1995013059554,104.91299629211426,102.81608660346255,True
969293,984.5267898843585,143.46671104431152,139.79981865092756,True
318357,564.2313355353458,118.37363243103027,114.56285416298911,True
349049,590.8036899004609,166.63575172424316,164.51799358216695,True
509438,713.7492556913808,155.38644790649414,153.04821440157423,True
237525,487.3653660243001,188.65537643432617,186.1476638436369,True
379235,615.820590756756,112.76030540466309,110.43782944069547,True
239428,489.3138052415852,114.52507972717285,112.30070040848724,True
667222,816.836580963414,153.01918983459473,150.0552004118485,True
465664,682.3957795883559,161.03744506835938,157.88072401420496,True
676053,822.2244219189795,161.1161231994629,157.8811758524772,True
460388,678.5189754163107,137.76230812072754,133.57131950323384,True
862508,928.7130880955647,152.09531784057617,149.53639296286266,True
991139,995.5596416086784,156.68702125549316,154.4383755856429,True
422626,650.0969158517828,107.31911659240723,104.44250951192312,True
478122,691.4636649889856,159.42978858947754,156.12845675889267,True
822169,906.735352790438,183.1033229827881,180.6627551334586,True
976008,987.9311716916316,133.72087478637695,130.95618012623984,True
695879,834.1936226080849,139.96529579162598,137.26134893267084,True
564164,751.1085141309477,170.95136642456055,169.0486865227329,True
602678,776.3233862250963,104.31790351867676,101.37717336511966,True
901729,949.5941238234365,152.1475315093994,148.66432851435576,True
227716,477.195976512795,126.69134140014648,123.62824501083425,True
380367,616.7390047661977,171.1564064025879,167.37700412774097,True
669489,818.2230747174025,107.27238655090332,105.48964371554487,True
310231,556.983841776402,152.09698677062988,148.03538269934253,True
390761,625.1087905316962,143.83268356323242,141.1698740300677,True
835578,914.0995569411464,168.59889030456543,164.5049133319937,True
10829,104.06248123122954,107.12981224060059,103.5778354529849,True
581433,762.5175407818498,175.41742324829102,172.20919702539018,True
438581,662.2544828085348,185.11223793029785,182.09067458038763,True
113779,337.31142880133785,156.02445602416992,153.95603768686738,True
773346,879.4009324534516,138.36145401000977,134.33904500860456,True
165204,406.4529493065587,119.55761909484863,117.32573821528078,True
692019,831.8767937621532,125.87428092956543,122.8908287909699,True
824752,908.1585764611817,164.7164821624756,161.67710384659057,True
383716,619.4481414937009,121.46496772766113,117.91992340353634,True
815410,903.0005537096863,190.46711921691895,187.35545680976776,True
604575,777.5442109616662,133.61525535583496,129.6379504170306,True
991305,995.6430083117141,112.10274696350098,108.04322060618065,True
98155,313.29698370715283,135.17093658447266,132.18604644345845,True
593756,770.5556436753935,170.79496383666992,167.84092740352747,True
936183,967.5655016586733,129.77051734924316,126.68713419756178,True
380095,616.5184506565882,176.45621299743652,174.31510925253147,True
276074,525.4274450387989,128.84902954101562,126.79905679054055,True
244439,494.4077264768422,149.51515197753906,145.74909491620116,True
123890,351.98011307458836,115.91553688049316,112.35169640132504,True
12289,110.85576214162258,103.00469398498535,100.26558888438267,True
118285,343.92586410446074,149.08576011657715,147.20331927075674,True
66307,257.5014563065615,127.2120475769043,124.82609741200173,True
967850,983.7936775564275,144.31023597717285,140.63252574272255,True
288667,537.277395764981,185.05501747131348,181.44643407730783,True
981710,990.8127976565503,128.69954109191895,125.60510147896356,True
25019,158.17395487247578,117.5987720489502,114.97125278656601,True
298564,546.4101023956274,115.54813385009766,112.90471559323952,True
941152,970.1298882108518,181.00953102111816,177.56222068389405,True
750903,866.5465942463798,103.45458984375,101.02888341683501,True
828410,910.1703137325453,190.60873985290527,187.75091978636976,True
675411,821.8339248290984,152.21452713012695,148.78149412371886,True
109261,330.5465171500072,162.4166965484619,159.743427596097,True
408272,638.961657691602,190.23466110229492,187.17800636822142,True
636757,797.9705508350543,162.1072292327881,158.39942156223847,True
781802,884.1956796999181,131.49213790893555,128.4649303691619,True
154455,393.0076335136507,144.34146881103516,141.15824843408865,True
196501,443.284333131682,147.3076343536377,144.72935125634007,True
912527,955.2627910685101,141.3562297821045,138.17738037060607,True
973421,986.6210011954945,172.00326919555664,168.8477169573939,True
626183,791.3172562253397,176.66387557983398,174.26490512179032,True
460021,678.2484795412372,191.85161590576172,187.72677706170614,True
454203,673.9458435215696,154.50453758239746,152.46580450862623,True
760740,872.2041045535157,170.1064109802246,165.556678937691,True
328562,573.2032798231357,184.01837348937988,180.461971963586,True
362066,601.7192036157729,103.26552391052246,100.20057067251773,True
10249,101.23734488813898,111.21177673339844,106.69236455892458,True
60400,245.76411454889015,104.48074340820312,101.45188393499457,True
593656,770.4907527024578,167.92607307434082,164.85615835480593,True
